date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:12:15	2868/2868	---M--	200	added ('OK')	image/webp	etag:%220x8DC95D38E476CAD%22	https://propeltech.co.uk/media/brxpcyd1/strategy-graphic.webp	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/media/brxpcyd1/strategy-graphic.webp	(from https://propeltech.co.uk/)
16:12:15	3628/3628	---M--	200	added ('OK')	image/webp	etag:%220x8DC95D38E105FB9%22	https://propeltech.co.uk/media/3tyhvfq0/delivery-graphic.webp	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/media/3tyhvfq0/delivery-graphic.webp	(from https://propeltech.co.uk/)
16:12:16	3452/3452	---M--	200	added ('OK')	image/webp	etag:%220x8DC95D38E7700C1%22	https://propeltech.co.uk/media/3pynx3n5/support-graphic.webp	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/media/3pynx3n5/support-graphic.webp	(from https://propeltech.co.uk/)
16:12:16	4167/4167	---M--	200	added ('OK')	image/png	etag:%220x8DCDC8783CF410A%22	https://propeltech.co.uk/media/x4zf5h5j/ebook-download-xsm.png	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/media/x4zf5h5j/ebook-download-xsm.png	(from https://propeltech.co.uk/)
16:12:16	1154/1154	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221d8f5b1dd679c82%22	https://propeltech.co.uk/assets/images/TechLogos/net-logo.svg	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/assets/images/TechLogos/net-logo.svg	(from https://propeltech.co.uk/)
16:12:16	165471/165471	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2010:42:17%20GMT	https://propeltech.co.uk/software-development-services/ai-software-consultancy-services/	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/software-development-services/ai-software-consultancy-services/index.html	(from https://propeltech.co.uk/)
16:12:16	690/690	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221d8f5b1dd679ab2%22	https://propeltech.co.uk/assets/images/TechLogos/javascript_logo.svg	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/assets/images/TechLogos/javascript_logo.svg	(from https://propeltech.co.uk/)
16:12:16	10411/10411	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221d8f5b1dd67b0ab%22	https://propeltech.co.uk/assets/images/TechLogos/php-logo.svg	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/assets/images/TechLogos/php-logo.svg	(from https://propeltech.co.uk/)
16:12:17	281/281	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221d8f5b1dd679919%22	https://propeltech.co.uk/assets/images/TechLogos/progress-logo.svg	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/assets/images/TechLogos/progress-logo.svg	(from https://propeltech.co.uk/)
16:12:17	2038/2038	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221d8f5b1dd679ff6%22	https://propeltech.co.uk/assets/images/TechLogos/laravel-logo.svg	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/assets/images/TechLogos/laravel-logo.svg	(from https://propeltech.co.uk/)
16:12:17	172157/172157	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2010:42:19%20GMT	https://propeltech.co.uk/software-development-services/cloud-consultancy/	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/software-development-services/cloud-consultancy/index.html	(from https://propeltech.co.uk/)
16:12:17	2626/2626	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221d8f5b1dd679242%22	https://propeltech.co.uk/assets/images/TechLogos/react-logo.svg	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/assets/images/TechLogos/react-logo.svg	(from https://propeltech.co.uk/)
16:12:17	8637/8637	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221d90984b28c3dbd%22	https://propeltech.co.uk/assets/images/TechLogos/react-native-logo.com.svg	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/assets/images/TechLogos/react-native-logo.com.svg	(from https://propeltech.co.uk/)
16:12:18	2354/2354	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221d90984b28c1532%22	https://propeltech.co.uk/assets/images/TechLogos/nativescript-logo.svg	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/assets/images/TechLogos/nativescript-logo.svg	(from https://propeltech.co.uk/)
16:12:18	6325/6325	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221d8f5b1dd6780b5%22	https://propeltech.co.uk/assets/images/TechLogos/nodejs-logo.svg	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/assets/images/TechLogos/nodejs-logo.svg	(from https://propeltech.co.uk/)
16:12:18	2470/2470	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221d8f5b1dd6791a6%22	https://propeltech.co.uk/assets/images/TechLogos/azure-logo.svg	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/assets/images/TechLogos/azure-logo.svg	(from https://propeltech.co.uk/)
16:12:18	163474/163474	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2010:42:20%20GMT	https://propeltech.co.uk/software-development-services/digital-transformation/	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/software-development-services/digital-transformation/index.html	(from https://propeltech.co.uk/)
16:12:18	2636/2636	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221d8f5b1dd67924c%22	https://propeltech.co.uk/assets/images/TechLogos/aws-logo.svg	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/assets/images/TechLogos/aws-logo.svg	(from https://propeltech.co.uk/)
16:12:22	148298/148298	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2010:42:21%20GMT	https://propeltech.co.uk/projects/testimonials	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/projects/testimonials.html	(from https://propeltech.co.uk/)
16:12:22	161673/161673	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2010:42:21%20GMT	https://propeltech.co.uk/software-development-services/application-modernisation/	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/software-development-services/application-modernisation/index.html	(from https://propeltech.co.uk/)
16:12:22	169216/169216	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2010:42:21%20GMT	https://propeltech.co.uk/software-development-services/software-consultancy/	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/software-development-services/software-consultancy/index.html	(from https://propeltech.co.uk/)
16:12:22	171225/171225	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2010:42:21%20GMT	https://propeltech.co.uk/software-development-services/bespoke-software-development/	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/software-development-services/bespoke-software-development/index.html	(from https://propeltech.co.uk/)
16:12:23	161866/161866	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2010:42:24%20GMT	https://propeltech.co.uk/software-development-services/bespoke-software-systems-migration-services/	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/software-development-services/bespoke-software-systems-migration-services/index.html	(from https://propeltech.co.uk/)
16:12:23	153010/153010	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2010:42:24%20GMT	https://propeltech.co.uk/propel-tech-csr	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/propel-tech-csr.html	(from https://propeltech.co.uk/)
16:12:23	70112/70112	---M--	200	added ('OK')	image/webp	etag:%220x8DC5F167A63EFF8%22	https://propeltech.co.uk/media/brbhwvwq/propel-video-3.webp	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/media/brbhwvwq/propel-video-3.webp	(from https://propeltech.co.uk/)
16:12:23	171014/171014	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2010:42:24%20GMT	https://propeltech.co.uk/software-development-services/mobile-app-development-services/	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/software-development-services/mobile-app-development-services/index.html	(from https://propeltech.co.uk/)
16:12:23	1694/1694	---M--	200	added ('OK')	image/webp	etag:%220x8DCDEC2C0FE9844%22	https://propeltech.co.uk/media/awadaq2d/sse.webp	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/media/awadaq2d/sse.webp	(from https://propeltech.co.uk/)
16:12:23	167603/167603	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2010:42:25%20GMT	https://propeltech.co.uk/software-development-services/software-testing-services/	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/software-development-services/software-testing-services/index.html	(from https://propeltech.co.uk/)
16:12:23	882/882	---M--	200	added ('OK')	image/webp	etag:%220x8DCDEC2C081B264%22	https://propeltech.co.uk/media/uerbzssm/jcb.webp	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/media/uerbzssm/jcb.webp	(from https://propeltech.co.uk/)
16:12:24	1654/1654	---M--	200	added ('OK')	image/webp	etag:%220x8DCDEC2C13A38FE%22	https://propeltech.co.uk/media/510j4i2l/your-move.webp	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/media/510j4i2l/your-move.webp	(from https://propeltech.co.uk/)
16:12:24	3098/3098	---M--	200	added ('OK')	image/webp	etag:%220x8DDA073EF946BB1%22	https://propeltech.co.uk/media/uxvdymrc/powerleague.webp	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/media/uxvdymrc/powerleague.webp	(from https://propeltech.co.uk/)
16:12:24	1650/1650	---M--	200	added ('OK')	image/webp	etag:%220x8DCDEC2C0087583%22	https://propeltech.co.uk/media/dq3bxswn/bosch.webp	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/media/dq3bxswn/bosch.webp	(from https://propeltech.co.uk/)
16:12:24	164243/164243	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2010:42:25%20GMT	https://propeltech.co.uk/software-development-services/systems-integration-services/	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/software-development-services/systems-integration-services/index.html	(from https://propeltech.co.uk/)
16:12:24	840/840	---M--	200	added ('OK')	image/webp	etag:%220x8DCDEC2C0474A02%22	https://propeltech.co.uk/media/ap2ndgd0/dhl.webp	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/media/ap2ndgd0/dhl.webp	(from https://propeltech.co.uk/)
16:12:24	1957/1957	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221d9dce614946d25%22	https://propeltech.co.uk/assets/images/icons/uk-wide-icon.svg	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/assets/images/icons/uk-wide-icon.svg	(from https://propeltech.co.uk/)
16:12:25	1602/1602	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221d9dce614946cc2%22	https://propeltech.co.uk/assets/images/icons/topuk-icon.svg	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/assets/images/icons/topuk-icon.svg	(from https://propeltech.co.uk/)
16:12:25	2462/2462	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221d9dce61494631e%22	https://propeltech.co.uk/assets/images/icons/tech-icon.svg	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/assets/images/icons/tech-icon.svg	(from https://propeltech.co.uk/)
16:12:25	745/745	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221d94604a1a68869%22	https://propeltech.co.uk/assets/images/icons/icon-idea.svg	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/assets/images/icons/icon-idea.svg	(from https://propeltech.co.uk/)
16:12:25	167656/167656	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2010:42:26%20GMT	https://propeltech.co.uk/software-development-services/web-development-services/	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/software-development-services/web-development-services/index.html	(from https://propeltech.co.uk/)
16:12:25	979/979	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221d94604a1a68953%22	https://propeltech.co.uk/assets/images/icons/icon-modernise.svg	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/assets/images/icons/icon-modernise.svg	(from https://propeltech.co.uk/)
16:12:26	956/956	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221d9571ea69bbebc%22	https://propeltech.co.uk/assets/images/icons/icon-cloud-cog.svg	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/assets/images/icons/icon-cloud-cog.svg	(from https://propeltech.co.uk/)
16:12:26	682/682	---M--	200	added ('OK')	image/png	etag:%220x8DD8427EEBE9393%22	https://propeltech.co.uk/media/sj2el53e/icon-ai.png	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/media/sj2el53e/icon-ai.png	(from https://propeltech.co.uk/)
16:12:26	167642/167642	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2010:42:27%20GMT	https://propeltech.co.uk/software-development-services/application-maintenance-and-support/	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/software-development-services/application-maintenance-and-support/index.html	(from https://propeltech.co.uk/)
16:12:26	2526/2526	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221d94604a23f28de%22	https://propeltech.co.uk/assets/images/logos/allsop-logo.svg	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/assets/images/logos/allsop-logo.svg	(from https://propeltech.co.uk/)
16:12:26	5897/5897	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221d94604a23f3609%22	https://propeltech.co.uk/assets/images/logos/yourmove-logo.svg	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/assets/images/logos/yourmove-logo.svg	(from https://propeltech.co.uk/)
16:12:27	6896/6896	---M--	200	added ('OK')	image/webp	etag:%220x8DCBBC952E25C8E%22	https://propeltech.co.uk/media/qwxoynrt/vanderlande-logo.webp	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/media/qwxoynrt/vanderlande-logo.webp	(from https://propeltech.co.uk/)
16:12:27	4248/4248	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221d94604a23f3198%22	https://propeltech.co.uk/assets/images/logos/sse-logo.svg	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/assets/images/logos/sse-logo.svg	(from https://propeltech.co.uk/)
16:12:27	3788/3788	---M--	200	added ('OK')	image/webp	etag:%220x8DCBB95C6C2E094%22	https://propeltech.co.uk/media/f4xbkwe0/wates-logo.webp	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/media/f4xbkwe0/wates-logo.webp	(from https://propeltech.co.uk/)
16:12:27	168325/168325	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2010:42:28%20GMT	https://propeltech.co.uk/software-development-services/cloud-managed-services/	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/software-development-services/cloud-managed-services/index.html	(from https://propeltech.co.uk/)
16:12:27	4132/4132	---M--	200	added ('OK')	image/png	etag:%220x8DCFCD419031C57%22	https://propeltech.co.uk/media/daeo4deh/smurfit-westrock-logo.png	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/media/daeo4deh/smurfit-westrock-logo.png	(from https://propeltech.co.uk/)
16:12:28	42638/42638	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221d9dce61494cc0e%22	https://propeltech.co.uk/assets/images/logos/jcb-logo.svg	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/assets/images/logos/jcb-logo.svg	(from https://propeltech.co.uk/)
16:12:28	5923/5923	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221d9dce614947da3%22	https://propeltech.co.uk/assets/images/logos/canal-river-trust-logo.svg	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/assets/images/logos/canal-river-trust-logo.svg	(from https://propeltech.co.uk/)
16:12:28	9950/9950	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221d94604a23f07de%22	https://propeltech.co.uk/assets/images/logos/powerleague-logo.svg	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/assets/images/logos/powerleague-logo.svg	(from https://propeltech.co.uk/)
16:12:28	3350/3350	---M--	200	added ('OK')	image/webp	etag:%220x8DC8B1CB5E33A1A%22	https://propeltech.co.uk/media/djhn1v1i/main-logo-quickline.webp	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/media/djhn1v1i/main-logo-quickline.webp	(from https://propeltech.co.uk/)
16:12:28	161621/161621	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2010:42:30%20GMT	https://propeltech.co.uk/software-development-services/software-project-rescue/	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/software-development-services/software-project-rescue/index.html	(from https://propeltech.co.uk/)
16:12:28	1526/1526	---M--	200	added ('OK')	image/webp	etag:%220x8DC8B961369AAC8%22	https://propeltech.co.uk/media/h4zazxll/groupnexus-logo.webp	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/media/h4zazxll/groupnexus-logo.webp	(from https://propeltech.co.uk/)
16:12:29	4992/4992	---M--	200	added ('OK')	image/webp	etag:%220x8DC8B96133AD96B%22	https://propeltech.co.uk/media/nnwbhsx2/alexandra-workwear.webp	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/media/nnwbhsx2/alexandra-workwear.webp	(from https://propeltech.co.uk/)
16:12:29	4784/4784	---M--	200	added ('OK')	image/webp	etag:%220x8DCBBCC78F14C59%22	https://propeltech.co.uk/media/zmvfi0lx/microsoft-partner.webp	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/media/zmvfi0lx/microsoft-partner.webp	(from https://propeltech.co.uk/)
16:12:29	160589/160589	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2010:42:30%20GMT	https://propeltech.co.uk/software-development-services/hire-developers/	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/software-development-services/hire-developers/index.html	(from https://propeltech.co.uk/)
16:12:29	3908/3908	---M--	200	added ('OK')	image/webp	etag:%220x8DCBBCC77E20255%22	https://propeltech.co.uk/media/midiabyq/crown-commercial-service.webp	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/media/midiabyq/crown-commercial-service.webp	(from https://propeltech.co.uk/)
16:12:29	4960/4960	---M--	200	added ('OK')	image/webp	etag:%220x8DCBBCC78AB2680%22	https://propeltech.co.uk/media/ensdqmag/istqb-partner.webp	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/media/ensdqmag/istqb-partner.webp	(from https://propeltech.co.uk/)
16:12:30	2976/2976	---M--	200	added ('OK')	image/webp	etag:%220x8DCBBCC77B41BA9%22	https://propeltech.co.uk/media/n1ajdl2d/aws-partner.webp	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/media/n1ajdl2d/aws-partner.webp	(from https://propeltech.co.uk/)
16:12:30	3078/3078	---M--	200	added ('OK')	image/webp	etag:%220x8DCBBCC781280AA%22	https://propeltech.co.uk/media/31yllqyw/cyber-essentials-plus.webp	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/media/31yllqyw/cyber-essentials-plus.webp	(from https://propeltech.co.uk/)
16:12:30	6940/6940	---M--	200	added ('OK')	image/webp	etag:%220x8DCBBCC787A0C03%22	https://propeltech.co.uk/media/hqyhbf2j/iso-27001.webp	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/media/hqyhbf2j/iso-27001.webp	(from https://propeltech.co.uk/)
16:12:30	5212/5212	---M--	200	added ('OK')	image/webp	etag:%220x8DCBBCC784A29D3%22	https://propeltech.co.uk/media/y41bqetc/iso-9001.webp	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/media/y41bqetc/iso-9001.webp	(from https://propeltech.co.uk/)
16:12:30	103846/103846	---M--	200	added ('OK')	image/webp	etag:%220x8DCD8A1FB9FE41F%22	https://propeltech.co.uk/media/ghio2qkm/touran-from-power-league.webp	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/media/ghio2qkm/touran-from-power-league.webp	(from https://propeltech.co.uk/)
16:12:31	41776/41776	---M--	200	added ('OK')	image/webp	etag:%220x8DCD8A1FB22D8DF%22	https://propeltech.co.uk/media/q0lbnxj1/prime-systems.webp	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/media/q0lbnxj1/prime-systems.webp	(from https://propeltech.co.uk/)
16:12:31	147241/147241	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2010:42:32%20GMT	https://propeltech.co.uk/maximise-bespoke-software-value-free-guide/	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/maximise-bespoke-software-value-free-guide/index.html	(from https://propeltech.co.uk/)
16:12:31	60374/60374	---M--	200	added ('OK')	image/webp	etag:%220x8DCD8A1FB5E9FD1%22	https://propeltech.co.uk/media/fs0cxpq1/simply-washrooms-van.webp	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/media/fs0cxpq1/simply-washrooms-van.webp	(from https://propeltech.co.uk/)
16:12:31	187632/187632	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2010:42:33%20GMT	https://propeltech.co.uk/software-development-services/	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/software-development-services/index.html	(from https://propeltech.co.uk/)
16:12:31	62020/62020	---M--	200	added ('OK')	image/webp	etag:%220x8DC8B19FDEE73BB%22	https://propeltech.co.uk/media/xfvliwxv/allsop.webp	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/media/xfvliwxv/allsop.webp	(from https://propeltech.co.uk/)
16:12:32	10702/10702	---M--	200	added ('OK')	image/webp	etag:%220x8DCDC86C3F4C116%22	https://propeltech.co.uk/media/ze1f1uk1/ebook-cover.webp	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/media/ze1f1uk1/ebook-cover.webp	(from https://propeltech.co.uk/)
16:12:32	338774/338774	---MCZ	200	added ('OK')	application/javascript	etag:%221dad7a95e2d74d6%22	https://propeltech.co.uk/scripts/svg-animation.js	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/scripts/svg-animation.js	(from https://propeltech.co.uk/)
16:12:32	4340/4340	---M--	200	added ('OK')	image/webp	etag:%220x8DCBB8C148CC65E%22	https://propeltech.co.uk/media/yv4p4zle/microsoft-partner.webp	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/media/yv4p4zle/microsoft-partner.webp	(from https://propeltech.co.uk/)
16:12:32	58168/58168	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2010:42:33%20GMT	https://propeltech.co.uk/technologies/	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/technologies/index.html	(from https://propeltech.co.uk/)
16:12:32	2904/2904	---M--	200	added ('OK')	image/webp	etag:%220x8DCBB8C139D0D63%22	https://propeltech.co.uk/media/xl0dqrns/crown-commercial-service.webp	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/media/xl0dqrns/crown-commercial-service.webp	(from https://propeltech.co.uk/)
16:12:32	1762/1762	---M--	200	added ('OK')	image/webp	etag:%220x8DCBB8C14508A0E%22	https://propeltech.co.uk/media/4zdbq5t2/istqb-partner.webp	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/media/4zdbq5t2/istqb-partner.webp	(from https://propeltech.co.uk/)
16:12:33	3088/3088	---M--	200	added ('OK')	image/webp	etag:%220x8DCBB8C136822F1%22	https://propeltech.co.uk/media/tadhuqcf/aws-partner.webp	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/media/tadhuqcf/aws-partner.webp	(from https://propeltech.co.uk/)
16:12:33	2940/2940	---M--	200	added ('OK')	image/webp	etag:%220x8DCBB8C13C88373%22	https://propeltech.co.uk/media/vqhfp2ez/cyber-essentials-plus.webp	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/media/vqhfp2ez/cyber-essentials-plus.webp	(from https://propeltech.co.uk/)
16:12:33	9824/9824	---M--	200	added ('OK')	image/webp	etag:%220x8DCBB8C1421B925%22	https://propeltech.co.uk/media/xclakq5y/iso-27001.webp	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/media/xclakq5y/iso-27001.webp	(from https://propeltech.co.uk/)
16:12:33	59439/59439	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Jun%202025%2010:42:35%20GMT	https://propeltech.co.uk/microsoft-dot-net/	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/microsoft-dot-net/index.html	(from https://propeltech.co.uk/)
16:12:33	7980/7980	---M--	200	added ('OK')	image/webp	etag:%220x8DCBB8C13F4BCB6%22	https://propeltech.co.uk/media/naii3tho/iso-9001.webp	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/media/naii3tho/iso-9001.webp	(from https://propeltech.co.uk/)
16:12:33	3136/3136	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221d82e6e54b726c0%22	https://propeltech.co.uk/assets/images/logo-white.svg	D:/Jude%20Self%20Studies/nexClone/propeltech.co.uk/assets/images/logo-white.svg	(from https://propeltech.co.uk/)
